Unnamed: 0.1,Unnamed: 0,index(),Регион,Населенный пункт,Группа компаний,ID проекта,Проект,Корпус,Класс недвижимости,Статус,Месяц,"Продано квартир, шт","Продано квартир, м2","Продано квартир, руб","Продано нежилых, шт","Продано нежилых, м2","Продано нежилых, руб","Продано машиномест, шт","Продано машиномест, м2","Продано машиномест, руб",Таргет,ЖК,Количество квартир,Общая площадь квартир,Дата получения РС,Дата публикации ИНС,Подъездов в доме,Количество квартир на этаже,Количество этажей,Пассажирских лифтов в доме,Грузовых лифтов в доме,Инфраструктура: Продукты,Инфраструктура: Медицина,Инфраструктура: Спорт,Инфраструктура: Новостройки,Инфраструктура: Школы,Инфраструктура: Детские сады,Всероссийский застройщик,Количество студий,Количество однокомнатных квартир,Количество двухкомнатных квартир,Количество трехкомнатных квартир,Количество четырехкомнатных квартир,Количество остальных квартир,Высота потолков,Площадь коммерческих помещений,Всего парковочных мест,Парковочных мест внутри дома,Парковочных мест у дома,Гостевых мест,Общая площадь земельного участка,Площадь детских площадок,Площадь особых площадок,Площадь спортивных площадок,Высота над уровнем моря,Самая низкая точка 250м,Самая высокая точка 250м,Широта,Долгота,Район,Количество домов 250м,Средняя этажность 250м,Расстояние до ближайшего строения,Инфраструктура: Торговые центры,Инфраструктура: Супермаркеты,Инфраструктура: Рядом ВУЗ,Есть железная дорога 250м,Есть ЛЭП 100м,Есть магистральные дороги 100м,Есть АЗС 100м,Есть скверы 500м,Есть лес 500м,Есть водоем 500м,Есть пляж 1000м,Есть кладбище 250м,Есть тюрьма 250м,Есть ПНД 250м,Есть наркодиспансер 250м,Есть промзона 250м,Есть гаражи 500м,Разнообразие общественного транспорта 1000м,Станции электропоезда 1000м,Уехать без пересадок: Луговая,Расстояние по навигатору до: Луговая,Уехать без пересадок: Центр,Расстояние по навигатору до: Центр,Уехать без пересадок: Первая речка,Расстояние по навигатору до: Первая речка,Уехать без пересадок: Вторая речка,Расстояние по навигатору до: Вторая речка,Уехать без пересадок: Третья рабочая,Расстояние по навигатору до: Третья рабочая,Уехать без пересадок: Окатовая,Расстояние по навигатору до: Окатовая,Уехать без пересадок: Баляева,Расстояние по навигатору до: Баляева,Уехать без пересадок: Кампус ДВФУ,Расстояние по навигатору до: Кампус ДВФУ,Расстояние по навигатору до: Артем,Расстояние по навигатору до: В-надеждинское,Основной материал фасада,Вспомогательный материал фасада,Тип дома,Тип фасада,Есть квартиры без отделки,Есть квартиры с черновой отделкой,Есть квартиры с чистовой отделкой,Есть квартиры под ключ,Закрытая территория,Видеонаблюдение во дворе,Есть площадки для собак,Есть велопарковка,Внутренний двор без машин,Вид из окна на море,Дата сбора информации,"Общая сумма полученных денег с проданных квартир, руб",Количество проданных машиномест,Количество проданных квартир,Общая площадь проданных квартир,Процент распроданности,Кумулятивная средняя стоимость кв.метра,Количество проданных нежилых помещений
31,284,285,Приморский край,Артем,СЗВОСХОД,11228,Восход,40377,Типовой,Строится,Июнь 2022,3.0,130.9,16500000.0,0.0,0.0,0.0,0.0,0.0,0.0,126050.42016806723,Восход 40377,47,2990,19.08.2020,16.04.2021,3,4,5,0,0,48,1,20,3,4,3,Нет,0,16,7,7,6,1,2.85,0.0,33,0,0,33,8399,74.0,205.0,232.0,50,40,55,43.358319,132.168807,Артем,106,1.09,65,2,1,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Нет,55,Да,49.0,Да,42.0,Да,37,Нет,50.0,Нет,56,Нет,49.0,Нет,60,2,19,Камень,Стекло,Монолит,Панель,Да,Да,Да,Да,Да,Неизвестно,Нет,Да,Да,0.0,22.12.2021,,,,,,,
32,285,286,Приморский край,Артем,СЗВОСХОД,11228,Восход,40377,Типовой,Строится,Июль 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Восход 40377,47,2990,19.08.2020,16.04.2021,3,4,5,0,0,48,1,20,3,4,3,Нет,0,16,7,7,6,1,2.85,0.0,33,0,0,33,8399,74.0,205.0,232.0,50,40,55,43.358319,132.168807,Артем,106,1.09,65,2,1,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Нет,55,Да,49.0,Да,42.0,Да,37,Нет,50.0,Нет,56,Нет,49.0,Нет,60,2,19,Камень,Стекло,Монолит,Панель,Да,Да,Да,Да,Да,Неизвестно,Нет,Да,Да,0.0,22.12.2021,,,,,,,
33,286,287,Приморский край,Артем,СЗВОСХОД,11228,Восход,40377,Типовой,Строится,Август 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Восход 40377,47,2990,19.08.2020,16.04.2021,3,4,5,0,0,48,1,20,3,4,3,Нет,0,16,7,7,6,1,2.85,0.0,33,0,0,33,8399,74.0,205.0,232.0,50,40,55,43.358319,132.168807,Артем,106,1.09,65,2,1,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Нет,55,Да,49.0,Да,42.0,Да,37,Нет,50.0,Нет,56,Нет,49.0,Нет,60,2,19,Камень,Стекло,Монолит,Панель,Да,Да,Да,Да,Да,Неизвестно,Нет,Да,Да,0.0,22.12.2021,,,,,,,
34,287,288,Приморский край,Артем,СЗВОСХОД,11228,Восход,40378,Типовой,Строится,Апрель 2021,,,,,,,,,,0.0,Восход 40378,30,1983,19.08.2020,16.04.2021,2,4,5,0,0,48,1,20,3,4,3,Нет,0,8,6,6,8,2,2.85,0.0,21,0,0,21,8399,50.0,179.0,112.0,50,40,55,43.358319,132.168807,Артем,106,1.09,65,2,1,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Нет,55,Да,49.0,Да,42.0,Да,37,Нет,50.0,Нет,56,Нет,49.0,Нет,60,2,19,Камень,Стекло,Монолит,Панель,Да,Да,Да,Да,Да,Неизвестно,Нет,Да,Да,0.0,22.12.2021,,,,,,,
35,288,289,Приморский край,Артем,СЗВОСХОД,11228,Восход,40378,Типовой,Строится,Май 2021,,,,,,,,,,0.0,Восход 40378,30,1983,19.08.2020,16.04.2021,2,4,5,0,0,48,1,20,3,4,3,Нет,0,8,6,6,8,2,2.85,0.0,21,0,0,21,8399,50.0,179.0,112.0,50,40,55,43.358319,132.168807,Артем,106,1.09,65,2,1,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Нет,55,Да,49.0,Да,42.0,Да,37,Нет,50.0,Нет,56,Нет,49.0,Нет,60,2,19,Камень,Стекло,Монолит,Панель,Да,Да,Да,Да,Да,Неизвестно,Нет,Да,Да,0.0,22.12.2021,,,,,,,
36,289,290,Приморский край,Артем,СЗВОСХОД,11228,Восход,40378,Типовой,Строится,Июнь 2021,,,,,,,,,,0.0,Восход 40378,30,1983,19.08.2020,16.04.2021,2,4,5,0,0,48,1,20,3,4,3,Нет,0,8,6,6,8,2,2.85,0.0,21,0,0,21,8399,50.0,179.0,112.0,50,40,55,43.358319,132.168807,Артем,106,1.09,65,2,1,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Нет,55,Да,49.0,Да,42.0,Да,37,Нет,50.0,Нет,56,Нет,49.0,Нет,60,2,19,Камень,Стекло,Монолит,Панель,Да,Да,Да,Да,Да,Неизвестно,Нет,Да,Да,0.0,22.12.2021,,,,,,,
37,290,291,Приморский край,Артем,СЗВОСХОД,11228,Восход,40378,Типовой,Строится,Июль 2021,,,,,,,,,,0.0,Восход 40378,30,1983,19.08.2020,16.04.2021,2,4,5,0,0,48,1,20,3,4,3,Нет,0,8,6,6,8,2,2.85,0.0,21,0,0,21,8399,50.0,179.0,112.0,50,40,55,43.358319,132.168807,Артем,106,1.09,65,2,1,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Нет,55,Да,49.0,Да,42.0,Да,37,Нет,50.0,Нет,56,Нет,49.0,Нет,60,2,19,Камень,Стекло,Монолит,Панель,Да,Да,Да,Да,Да,Неизвестно,Нет,Да,Да,0.0,22.12.2021,,,,,,,
38,291,292,Приморский край,Артем,СЗВОСХОД,11228,Восход,40378,Типовой,Строится,Август 2021,,,,,,,,,,0.0,Восход 40378,30,1983,19.08.2020,16.04.2021,2,4,5,0,0,48,1,20,3,4,3,Нет,0,8,6,6,8,2,2.85,0.0,21,0,0,21,8399,50.0,179.0,112.0,50,40,55,43.358319,132.168807,Артем,106,1.09,65,2,1,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Нет,55,Да,49.0,Да,42.0,Да,37,Нет,50.0,Нет,56,Нет,49.0,Нет,60,2,19,Камень,Стекло,Монолит,Панель,Да,Да,Да,Да,Да,Неизвестно,Нет,Да,Да,0.0,22.12.2021,,,,,,,
39,292,293,Приморский край,Артем,СЗВОСХОД,11228,Восход,40378,Типовой,Строится,Сентябрь 2021,,,,,,,,,,0.0,Восход 40378,30,1983,19.08.2020,16.04.2021,2,4,5,0,0,48,1,20,3,4,3,Нет,0,8,6,6,8,2,2.85,0.0,21,0,0,21,8399,50.0,179.0,112.0,50,40,55,43.358319,132.168807,Артем,106,1.09,65,2,1,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Нет,55,Да,49.0,Да,42.0,Да,37,Нет,50.0,Нет,56,Нет,49.0,Нет,60,2,19,Камень,Стекло,Монолит,Панель,Да,Да,Да,Да,Да,Неизвестно,Нет,Да,Да,0.0,22.12.2021,,,,,,,
40,293,294,Приморский край,Артем,СЗВОСХОД,11228,Восход,40378,Типовой,Строится,Октябрь 2021,,,,,,,,,,0.0,Восход 40378,30,1983,19.08.2020,16.04.2021,2,4,5,0,0,48,1,20,3,4,3,Нет,0,8,6,6,8,2,2.85,0.0,21,0,0,21,8399,50.0,179.0,112.0,50,40,55,43.358319,132.168807,Артем,106,1.09,65,2,1,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Нет,55,Да,49.0,Да,42.0,Да,37,Нет,50.0,Нет,56,Нет,49.0,Нет,60,2,19,Камень,Стекло,Монолит,Панель,Да,Да,Да,Да,Да,Неизвестно,Нет,Да,Да,0.0,22.12.2021,,,,,,,
41,294,295,Приморский край,Артем,СЗВОСХОД,11228,Восход,40378,Типовой,Строится,Ноябрь 2021,,,,,,,,,,0.0,Восход 40378,30,1983,19.08.2020,16.04.2021,2,4,5,0,0,48,1,20,3,4,3,Нет,0,8,6,6,8,2,2.85,0.0,21,0,0,21,8399,50.0,179.0,112.0,50,40,55,43.358319,132.168807,Артем,106,1.09,65,2,1,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Нет,55,Да,49.0,Да,42.0,Да,37,Нет,50.0,Нет,56,Нет,49.0,Нет,60,2,19,Камень,Стекло,Монолит,Панель,Да,Да,Да,Да,Да,Неизвестно,Нет,Да,Да,0.0,22.12.2021,,,,,,,
42,295,296,Приморский край,Артем,СЗВОСХОД,11228,Восход,40378,Типовой,Строится,Декабрь 2021,4.0,227.3,24834600.0,0.0,0.0,0.0,0.0,0.0,0.0,109259.12890453145,Восход 40378,30,1983,19.08.2020,16.04.2021,2,4,5,0,0,48,1,20,3,4,3,Нет,0,8,6,6,8,2,2.85,0.0,21,0,0,21,8399,50.0,179.0,112.0,50,40,55,43.358319,132.168807,Артем,106,1.09,65,2,1,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Нет,55,Да,49.0,Да,42.0,Да,37,Нет,50.0,Нет,56,Нет,49.0,Нет,60,2,19,Камень,Стекло,Монолит,Панель,Да,Да,Да,Да,Да,Неизвестно,Нет,Да,Да,0.0,22.12.2021,,,,,,,
43,296,297,Приморский край,Артем,СЗВОСХОД,11228,Восход,40378,Типовой,Строится,Январь 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Восход 40378,30,1983,19.08.2020,16.04.2021,2,4,5,0,0,48,1,20,3,4,3,Нет,0,8,6,6,8,2,2.85,0.0,21,0,0,21,8399,50.0,179.0,112.0,50,40,55,43.358319,132.168807,Артем,106,1.09,65,2,1,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Нет,55,Да,49.0,Да,42.0,Да,37,Нет,50.0,Нет,56,Нет,49.0,Нет,60,2,19,Камень,Стекло,Монолит,Панель,Да,Да,Да,Да,Да,Неизвестно,Нет,Да,Да,0.0,22.12.2021,,,,,,,
44,297,298,Приморский край,Артем,СЗВОСХОД,11228,Восход,40378,Типовой,Строится,Февраль 2022,1.0,38.4,4578000.0,0.0,0.0,0.0,0.0,0.0,0.0,119218.75,Восход 40378,30,1983,19.08.2020,16.04.2021,2,4,5,0,0,48,1,20,3,4,3,Нет,0,8,6,6,8,2,2.85,0.0,21,0,0,21,8399,50.0,179.0,112.0,50,40,55,43.358319,132.168807,Артем,106,1.09,65,2,1,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Нет,55,Да,49.0,Да,42.0,Да,37,Нет,50.0,Нет,56,Нет,49.0,Нет,60,2,19,Камень,Стекло,Монолит,Панель,Да,Да,Да,Да,Да,Неизвестно,Нет,Да,Да,0.0,22.12.2021,,,,,,,
45,298,299,Приморский край,Артем,СЗВОСХОД,11228,Восход,40378,Типовой,Строится,Март 2022,2.0,92.5,10546200.0,0.0,0.0,0.0,0.0,0.0,0.0,114012.97297297297,Восход 40378,30,1983,19.08.2020,16.04.2021,2,4,5,0,0,48,1,20,3,4,3,Нет,0,8,6,6,8,2,2.85,0.0,21,0,0,21,8399,50.0,179.0,112.0,50,40,55,43.358319,132.168807,Артем,106,1.09,65,2,1,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Нет,55,Да,49.0,Да,42.0,Да,37,Нет,50.0,Нет,56,Нет,49.0,Нет,60,2,19,Камень,Стекло,Монолит,Панель,Да,Да,Да,Да,Да,Неизвестно,Нет,Да,Да,0.0,22.12.2021,,,,,,,
46,299,300,Приморский край,Артем,СЗВОСХОД,11228,Восход,40378,Типовой,Строится,Апрель 2022,2.0,121.7,13112400.0,0.0,0.0,0.0,0.0,0.0,0.0,107743.63188167625,Восход 40378,30,1983,19.08.2020,16.04.2021,2,4,5,0,0,48,1,20,3,4,3,Нет,0,8,6,6,8,2,2.85,0.0,21,0,0,21,8399,50.0,179.0,112.0,50,40,55,43.358319,132.168807,Артем,106,1.09,65,2,1,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Нет,55,Да,49.0,Да,42.0,Да,37,Нет,50.0,Нет,56,Нет,49.0,Нет,60,2,19,Камень,Стекло,Монолит,Панель,Да,Да,Да,Да,Да,Неизвестно,Нет,Да,Да,0.0,22.12.2021,,,,,,,
47,300,301,Приморский край,Артем,СЗВОСХОД,11228,Восход,40378,Типовой,Строится,Май 2022,2.0,92.5,11398800.0,0.0,0.0,0.0,0.0,0.0,0.0,123230.27027027027,Восход 40378,30,1983,19.08.2020,16.04.2021,2,4,5,0,0,48,1,20,3,4,3,Нет,0,8,6,6,8,2,2.85,0.0,21,0,0,21,8399,50.0,179.0,112.0,50,40,55,43.358319,132.168807,Артем,106,1.09,65,2,1,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Нет,55,Да,49.0,Да,42.0,Да,37,Нет,50.0,Нет,56,Нет,49.0,Нет,60,2,19,Камень,Стекло,Монолит,Панель,Да,Да,Да,Да,Да,Неизвестно,Нет,Да,Да,0.0,22.12.2021,,,,,,,
48,301,302,Приморский край,Артем,СЗВОСХОД,11228,Восход,40378,Типовой,Строится,Июнь 2022,1.0,38.4,4578000.0,0.0,0.0,0.0,0.0,0.0,0.0,119218.75,Восход 40378,30,1983,19.08.2020,16.04.2021,2,4,5,0,0,48,1,20,3,4,3,Нет,0,8,6,6,8,2,2.85,0.0,21,0,0,21,8399,50.0,179.0,112.0,50,40,55,43.358319,132.168807,Артем,106,1.09,65,2,1,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Нет,55,Да,49.0,Да,42.0,Да,37,Нет,50.0,Нет,56,Нет,49.0,Нет,60,2,19,Камень,Стекло,Монолит,Панель,Да,Да,Да,Да,Да,Неизвестно,Нет,Да,Да,0.0,22.12.2021,,,,,,,
49,302,303,Приморский край,Артем,СЗВОСХОД,11228,Восход,40378,Типовой,Строится,Июль 2022,1.0,67.6,7144200.0,0.0,0.0,0.0,0.0,0.0,0.0,105683.43195266274,Восход 40378,30,1983,19.08.2020,16.04.2021,2,4,5,0,0,48,1,20,3,4,3,Нет,0,8,6,6,8,2,2.85,0.0,21,0,0,21,8399,50.0,179.0,112.0,50,40,55,43.358319,132.168807,Артем,106,1.09,65,2,1,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Нет,55,Да,49.0,Да,42.0,Да,37,Нет,50.0,Нет,56,Нет,49.0,Нет,60,2,19,Камень,Стекло,Монолит,Панель,Да,Да,Да,Да,Да,Неизвестно,Нет,Да,Да,0.0,22.12.2021,,,,,,,
50,303,304,Приморский край,Артем,СЗВОСХОД,11228,Восход,40378,Типовой,Строится,Август 2022,1.0,38.4,5101200.0,0.0,0.0,0.0,0.0,0.0,0.0,132843.75,Восход 40378,30,1983,19.08.2020,16.04.2021,2,4,5,0,0,48,1,20,3,4,3,Нет,0,8,6,6,8,2,2.85,0.0,21,0,0,21,8399,50.0,179.0,112.0,50,40,55,43.358319,132.168807,Артем,106,1.09,65,2,1,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,1,Нет,Нет,55,Да,49.0,Да,42.0,Да,37,Нет,50.0,Нет,56,Нет,49.0,Нет,60,2,19,Камень,Стекло,Монолит,Панель,Да,Да,Да,Да,Да,Неизвестно,Нет,Да,Да,0.0,22.12.2021,,,,,,,
51,473,474,Приморский край,Владивосток,Aura Development,10976,Смородина,39333,Типовой,Строится,Март 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Смородина 39333,200,12215,2020-10-30 00:00:00,2021-03-01 00:00:00,5,4,10,5,0,11,2,2,7,0,1,Нет,0,51,3,99,47,0,2.75,0.0,113,0,0,113,9876,301.0,85.0,317.0,30,6,42,43.22812,131.994732,Ближний пригород,39,3.0,7,0,0,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,25,Да,28.0,Нет,25.0,Да,13,Нет,24.0,Нет,31,Нет,23.0,Нет,34,27,24,Пластик ,Нет,Другой,Панель,Да,Да,Нет,Нет,Нет,Неизвестно,Нет,Нет,Нет,0.0,2022-08-01 00:00:00,,,,,,,
52,474,475,Приморский край,Владивосток,Aura Development,10976,Смородина,39333,Типовой,Строится,Апрель 2021,5.0,220.15,21876500.0,0.0,0.0,0.0,0.0,0.0,0.0,99370.88348853054,Смородина 39333,200,12215,2020-10-30 00:00:00,2021-03-01 00:00:00,5,4,10,5,0,11,2,2,7,0,1,Нет,0,51,3,99,47,0,2.75,0.0,113,0,0,113,9876,301.0,85.0,317.0,30,6,42,43.22812,131.994732,Ближний пригород,39,3.0,7,0,0,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,25,Да,28.0,Нет,25.0,Да,13,Нет,24.0,Нет,31,Нет,23.0,Нет,34,27,24,Пластик ,Нет,Другой,Панель,Да,Да,Нет,Нет,Нет,Неизвестно,Нет,Нет,Нет,0.0,2022-08-01 00:00:00,,,,,,,
53,475,476,Приморский край,Владивосток,Aura Development,10976,Смородина,39333,Типовой,Строится,Май 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Смородина 39333,200,12215,2020-10-30 00:00:00,2021-03-01 00:00:00,5,4,10,5,0,11,2,2,7,0,1,Нет,0,51,3,99,47,0,2.75,0.0,113,0,0,113,9876,301.0,85.0,317.0,30,6,42,43.22812,131.994732,Ближний пригород,39,3.0,7,0,0,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,25,Да,28.0,Нет,25.0,Да,13,Нет,24.0,Нет,31,Нет,23.0,Нет,34,27,24,Пластик ,Нет,Другой,Панель,Да,Да,Нет,Нет,Нет,Неизвестно,Нет,Нет,Нет,0.0,2022-08-01 00:00:00,,,,,,,
54,476,477,Приморский край,Владивосток,Aura Development,10976,Смородина,39333,Типовой,Строится,Июнь 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Смородина 39333,200,12215,2020-10-30 00:00:00,2021-03-01 00:00:00,5,4,10,5,0,11,2,2,7,0,1,Нет,0,51,3,99,47,0,2.75,0.0,113,0,0,113,9876,301.0,85.0,317.0,30,6,42,43.22812,131.994732,Ближний пригород,39,3.0,7,0,0,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,25,Да,28.0,Нет,25.0,Да,13,Нет,24.0,Нет,31,Нет,23.0,Нет,34,27,24,Пластик ,Нет,Другой,Панель,Да,Да,Нет,Нет,Нет,Неизвестно,Нет,Нет,Нет,0.0,2022-08-01 00:00:00,,,,,,,
55,477,478,Приморский край,Владивосток,Aura Development,10976,Смородина,39333,Типовой,Строится,Июль 2021,3.0,159.05,15721600.0,0.0,0.0,0.0,0.0,0.0,0.0,98846.9034894687,Смородина 39333,200,12215,2020-10-30 00:00:00,2021-03-01 00:00:00,5,4,10,5,0,11,2,2,7,0,1,Нет,0,51,3,99,47,0,2.75,0.0,113,0,0,113,9876,301.0,85.0,317.0,30,6,42,43.22812,131.994732,Ближний пригород,39,3.0,7,0,0,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,25,Да,28.0,Нет,25.0,Да,13,Нет,24.0,Нет,31,Нет,23.0,Нет,34,27,24,Пластик ,Нет,Другой,Панель,Да,Да,Нет,Нет,Нет,Неизвестно,Нет,Нет,Нет,0.0,2022-08-01 00:00:00,,,,,,,
